0 s0 2 2 0.1988981041 0.358490566 0.5441409667 1 0 0 1 1 0.8528991185 2 1 0.1471008815 2 2 0
0 s0 3 3 0.0020887248 0.04 0.1725017597 1 0 0 1 1 0.7653096393 2 1 0 2 2 0.2346903607
0 s0 4 4 0.0122612218 0.0714285714 0.2082203209 1 0 0 1 1 1 2 1 0 2 2 0
1 s1 0 0 0.1286459043 0.2692307692 0.4533052366 1 0 0 1 1 1 2 1 0 2 2 0
1 s1 1 1 0 0 0 1 0 0 1 1 1 2 1 0 2 2 0
1 s1 2 2 0.2566903674 0.4259259259 0.6085304048 1 0 0 1 1 0.6760789732 2 1 0.3239210268 2 2 0
1 s1 3 3 9.28205404912E-05 0.0185185185 0.1296866967 1 0 0 1 1 0.6603072743 2 1 0 2 2 0.3396927257
1 s1 4 4 0.0022721622 0.0434782609 0.1863271563 1 0 0 1 1 1 2 1 0 2 2 0
